,company,job_description,job_link,job_location,job_title,search_position
229,Index Exchange,"We shaped the earliest forms of ad tech, and we're looking for the technical expertise to help shape its future. Our customers have unique problems that can be solved at scale, and that's where the technical skills of our team make a real difference. Our exchange handles more than 220 billion requests every day (which is even more than the New York Stock Exchange), and every member of our engineering team has an enormous amount of autonomy in building code that supports that level of scale. Through the transparency of our technology, dedication to innovation, and long-standing customer relationships, we lead through change.

We have more than 500 Indexers around the globe dedicated to building a safe and transparent marketplace that provides a trusted experience for consumers.

What's it like to work at Index?
Index is an exciting and fast-paced place to work. We're built on our values of change, support, learning and teaching, trust, and intention. We pride ourselves on our independence and openness, not only in our technology, but in our teams, too. Our diverse and inclusive culture celebrates how we can leverage our unique differences to help drive Index forward.

Our culture of success is truly supportive and collaborative. In working together across our teams, we're continually investing in the people and technology to solve the industry's most complex problems. As we extend the promise of ad tech to every channel, we're looking for talented engineers to help advance Index, and the industry, forward.


Are you ready to join the programmatic evolution?

The work we do requires complex problem solving, the ability to write high quality code in a very large and scalable deployment environment, an understanding of Agile software development, Continuous Integration, well-developed communication skills and the ability to collaborate with a diverse group of people. We're looking for the right combination of personality and ingenuity to push our product to the max, inspire those around you and have fun doing it
Data is a big deal at Index Exchange and a Data Engineer will play a critical role. Our advertising exchange generates multiple terabytes of auction-related information each day and our Data Engineering team builds tools and infrastructure to help manage this vast amount of data. Working within our larger R&D team, our Data Engineers use a specialized suite of tech and hardware to pipe, parse and maintain our data, including the oversight of a multi-petabyte cluster.

Working on the bleeding edge of exciting technology, you're afforded the opportunity to experiment with new tools and attempt radically different approaches than traditional software engineering affords. Every day with the Data team is different and each project presents its own set of new and exciting challenges. Things shift very quickly in our industry and we rely on the Data team to keep us ahead of the curve and moving in the right direction.


Here's What You Need:

Problem Solver: You are curious and loves exploring multiple approaches to find the most efficient, scalable solution and solve a problem
Collaborative: You work well with other people
Passionate: A passion for Big Data and an interest in the latest trends and developments constantly researching new tools and data technologies
Self-starter: You are comfortable helping your team get things done

Here's What You'll be Doing:

Design, implement, and maintain data pipelines for extraction, transformation, and loading of data from a wide variety of data sources to various data services
Identify, design, and implement system performance improvements
Identify, design, and implement internal process improvements
Automate manual processes and optimize data delivery

What We're Looking For:

You may or may not tick off every box, and that's ok. Each person brings a different background and different skills. If you think you are a good match for what we are looking for tell us why, and tell us what you are doing to improve yourself and we'll see what we can do to help!

A degree in Computer Science/Engineering or related field
3-5 years of experience as a Software Engineer/Data Engineer working in a large and scalable deployment environment
In-depth knowledge of Hadoop, Spark, and Big Data frameworks.
Experience in programming languages such as Scala, Java, Python.
Experience with building stream-processing systems, using solutions such as Spark-Streaming
Experience processing large amounts of structured and unstructured data
Expertise in algorithms, performance optimization, design patters, and memory optimization
A strong desire to work with and learn from the talented people around you – we greatly value people and interactions
Excellent problem-solving skills, the ability to think differently, and an understanding that compromise, negotiation, and practicality are important qualities
Experience working with Linux environments and resilient and scalable platforms is an asset.
Knowledge in any of the following are assets:
Kubernetes, Kafka, Docker, Aerospike
Why You'll Love Working Here:

Comprehensive health, dental, and vision plans at no cost to you
Time off and flexible work schedules
Retirement plan with a 5% company match
Stock options and equity packages
Generous parental leave
Monthly wellness stipend plus fitness discounts and quarterly wellness group activities
Home office stipend
Community engagement opportunities and donation-matching program
Annual virtual company retreats and regular community-led team events

Equal employment opportunity

At Index Exchange, we believe that successful products are built by teams just as diverse as the audience who uses them. As such, we are committed to equal employment opportunities. We celebrate diversity of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or expression, or veteran status. Additionally, we realize that diversity is deeper than any status or classification—diversity is the human experience. For those who show grit, passion, and humility—Index will welcome you.

Accessibility for applicants with disabilities

Index Exchange is committed to working with and providing access and reasonable accommodations to applicants with disabilities. Please let us know if you'd like to request a reasonable accommodation.
COVID-19 guidance: We have re-opened offices in various cities following local guidelines, but are continuing to maintain a flexible work environment.

#Ll-LP1

#LI-Remote",https://www.indeed.com/rc/clk?jk=dea476a72bf9b354&fccid=041c6d99171d1471&vjs=3,"Remote in New York, NY",Data Engineer,Data Engineer
230,Synaptein Solutions,"Position: Data Engineer

Location: Thousand Oaks, CA (Remote Position Till Covid)

Duration: 11 + Months


Job Description:

Proven proficiency with scripting languages such as Python, Ruby, and JavaScript, and build tools such as Jenkins, Maven, Ant, Gradle or Ivy
Experience with Spark, Hive, Kafka, Kinesis, Spark Streaming, and Airflow, Azure DataBricks.

Mandatory Skills:
Python
DataBricks
Pig
Hive
Spark
Aws

Regards,

Anup Kumar

Office – 703-310-7171",https://www.indeed.com/rc/clk?jk=9497189b69b1436b&fccid=e5a1823a3cd67c3b&vjs=3,"Thousand Oaks, CA",Data Engineer,Data Engineer
231,Chugach Government Solutions,"About Us:

When you work at Chugach Government Solutions (CGS), you join a proud legacy of supporting missions while sustaining culture.
The federal division of Chugach Alaska Corporation, CGS has been supporting critical missions as a government contractor for over 25 years. Our focus is to support facility maintenance, IT/technical services, construction and education. We are proud to have built, and continue to foster, an incredibly talented team spanning across the globe in hundreds of different fields – each team member proud to serve our country with first-class business services, while also making a difference for our Chugach shareholders.
At CGS, empowering employees is a part of our core, and that focus is one of the ways we build and foster high-performing teams. We empower our employees through competitive compensation and benefits package, professional growth opportunities, truthful communication, and more!
If you are looking for an opportunity to serve something bigger than yourself; if you want your day job to be one that creates meaningful value; if you are looking for an environment that highly values employees and respects individual differences – then Chugach Government Solutions may be the right fit for you!
Job Overview:

This position is responsible for building and operationalizing the data necessary for enterprise data and analytics initiatives. This position includes building, managing, and optimizing data pipelines and then moving the data pipelines effectively into production for key data and analytic consumers. This position is also responsible to provide key input and recommendations for implementing enterprise software to ensure compliance with data governance and data security.
Responsibilities:
Essential Duties & Job Functions:
Acts as part of a team involved in the development and maintenance and operation of enterprise applications for a global organization with international business with $500-700M in revenues.
Builds data pipelines and manages the data flows. These data pipelines must be created, maintained, and optimized as workloads move from development to production for specific use cases.
Architecting, creating, and maintaining data pipelines.
Use innovative and modern tools, techniques, and architectures to automate the most-common, repeatable, and tedious data preparation and integration tasks partially or completely.
Assists with renovating the data management infrastructure to drive automation in data integration and management.
Strong collaboration skills to work with varied stakeholders within the organization.
Apply data and/or domain understanding in addressing new data requirements.
Train counterparts in these data pipelining and preparation techniques, which make it easier for them to integrate and consume the data they need for their own use cases.
Applies their data knowledge and understanding to address all data requirements and initiatives.
Ensures compliance and data governance according to the data governance standards.
Promotes the available data and analytics capabilities and expertise to business unit leaders and educate them in leveraging these capabilities in achieving their business goals.
Travels to support onsite projects as needed.
Performs related work as assigned.
Job Requirements:
Mandatory:
Associate’s Degree in business information systems (IS), finance, computer science, technology, engineering, or another related field or three (3) years’ application and/ or computer systems support.
At least three (3) years of experience working in cross-functional teams and collaborating with business stakeholders.
Experience with government contracting and regulations governing data integrity.
Basic skills in reporting, system maintenance, table and code setup, user access security, and upgrades.
Possess or be able to obtain with first 90 days a DoD 8570 IAM-III or IAT III Certification.
Must be able to speak, read, and comprehend English to perform contract requirements and comply with emergency procedures.
Valid state Driver’s License with acceptable driving record pertinent to the position.
Must be U.S. Citizen or permanent resident.
Reasonable Accommodation:
CGS will provide reasonable accommodations, according to applicable state and federal laws, to all qualified individuals with physical or mental disabilities.
Equal Employment Opportunity:
Chugach is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, gender, sexual orientation, gender identity or expression, age, pregnancy, disability, genetic factors, protected veteran status or other characteristics protected by law.",https://www.indeed.com/rc/clk?jk=9d972d2b3235b9c5&fccid=3e5272adb478341f&vjs=3,+2 locationsRemote,JUNIOR DATA ENGINEER,Data Engineer
232,System1,"System1 is looking for engineers with production data experience to join the Data Engineering team. This team is the horizontal layer that supports business intelligence, optimization, machine learning, and external & internal reporting. We process and report on billions of events and user attributes per day, gathered from an extremely heterogeneous and large set of data streams.Our bread and butter is Python. We utilize a range of technologies including AWS SNS, SQS, EC2, S3, Secrets Manager, Redis, Apache Airflow, Docker, Flask, as well as PostgreSQL and Snowflake for our data warehousing.What You Can Expect on the TeamPrototype, develop, optimize, and expand an ecosystem of services that work with data: backend services for retrieving, managing, and monitoring data; streaming and batch data processing; frameworks for data ingestionEvaluate, recommend, and perform proof-of-concepts for new services and frameworksGuide architectural design, anticipating needs and highlighting tradeoffs in performance and functionalityParticipate in peer code reviews and produce high quality documentationTake projects through the full engineering lifecycle: designing, ticketing, building, testing, deploying, and debugging tools and productsHelp grow a team and work with a tight knit group of engineers and data stakeholdersFlexibility in working with different teams, products, and their data needsWhat You Will BringBachelor’s in Computer Science or equivalent professional experienceStrong experience with Python developmentDemonstrated experience working and reasoning with large datasets (Experience with PostgreSQL and Snowflake a plus)Experience developing backend APIs in a python framework (Experience with Flask a plus)Understanding of NoSQL datastores like DynamoDB and RedisExperience with Linux and the AWS ecosystemExperience with Docker a plusExperience with Airflow a plusWhat We Have to OfferCompetitive PTO11 Company HolidaysUntracked sick time100% covered Medical, Dental, Vision for employees401k w/matchPaid professional developmentLeadership & growth opportunitiesVirtual company and team building events#BI-Remote#LI-RemoteJob Type: Full-time",https://www.indeed.com/company/OpenMail-LLC/jobs/Software-Engineer-3a164597767df006?fccid=96f9f0750334d953&vjs=3,"Remote in Los Angeles, CA+2 locations","Software Engineer, Data",Data Engineer
233,progressive cliff llc,"Position: Azure Data EngineerPosition type:  Contract ( 6-12 months )Position Location:  (Remote)Position Start Date: ASAPJob Description:Azure data engineer with Python expertise.( 8-10yrs).5+ years in python development working with Azure/AWS/big data technologies.3+ years in working on the big data stack, Azure, ADLS, Databricks and Data lake.- Write custom python code to establish connections to Azure via Azure CLI.Proficient in data science, and statistical python framework - pandas, numpy, etc.- Work on Azure python Sdk, git Sdk and modules of Azure Api's.Knowledge of Azure resources like datafactory, pipelines & datasets is a must.Lead and develop python code snippets for Azure deployment.- Knowledge of devops, CI & CD.Knowledge of Spark, Hive, Hadoop desirableAny cloud or python certificationsJob Types: Full-time, Part-time, ContractPay: From $60.00 per hourSchedule:8 hour shiftExperience:Azure: 5 years (Preferred)AWS: 3 years (Preferred)Work Location: Remote",https://www.indeed.com/company/progressive-cliff-llc/jobs/Azure-Data-Engineer-992258ae793d3c22?fccid=f896d34ffde88e38&vjs=3,Remote,Azure Data Engineer,Data Engineer
234,"Amazon Data Services, Inc.","1. B.S./B.A. degree with 4 years of relevant controls work experience or A.S. and 6 years of relevant controls work experience
2. 2 years of experience designing, configuring, programming, installing or servicing one of the following products: Siemens: Apogee, Honeywell: Building Controls, Trend: Building Controls, Schneider Electric: Power Logic/Struxureware, Rockwell Automation: FactoryTalk, Ignition, Tridium: Niagra, Eaton: Foreseer, ABB: Decathalon, Johnson Controls: Metasys
3. Minimum two (2) years of experience in project coordination with multiple teams or vendors to meet project requirements.

Job summary
As part of the global controls team, you will work with highly motivated experts and innovators in the data center industry. You will be responsible for innovating, deploying, optimizing, and maintaining the automation systems within the data centers. Automation systems consist of building management system (BMS) and electrical power monitoring system (EPMS). Using Amazon leadership principles, you will develop new processes and standards while innovating in the controls space.

As a controls engineer you will:

Perform controls root cause analysis for service of controls for AWS data centers.
Manage scope of Building Management System (BMS) and Electrical Power Monitoring System (EPMS) for construction of AWS data centers.
Schedule and supervise Quarterly maintenances for BMS and EPMS.
Provide vendor management.
Develop scope of work for site improvement projects.
Work under tight project timelines.
Manage multiple stakeholder deliverables, requirements and navigate difficult situations.
Review controls sequence of operation and provide feedback to design.
Financially manage both construction and service contracts.
Provide technical assistance and support to internal customers during life cycle of the data center.
Participate in a global on-call schedule.
Ensure data center controls are deployed in accordance with scope of work (SOW) and specifications.
Review and provide feedback on mechanical, electrical, and plumbing (MEP) drawings.
Act in a project sponsor capacity.
Grow in technical ability by learning a multitude of different automation platforms.
Develop building automation controls drawings and wiring diagrams.
Size controls valves and damper actuators and select controls devices.
Develop controls bill of material (BOM).
Develop and modify controls logic programming.
Develop and modify graphical user interface.

Preferred qualifications

M.S. In an engineering-based discipline or ten 10+ years related experience, or an equivalent combination of education and experience.
Six (6) years of experience in either design programming, or startup/commissioning.
Four (4) years of experience in project management.
Experience with controls in data centers or other critical facilities.
Networking administration experience.
MQTT communication protocol experience.
Experience in any of the following systems: Siemens, Eaton, Tridium, Distech, Struxureware, APC, Ignition, or ABB.
Project Management Professional (PMP)
Solid foundation in communication protocols.
Windows power user skill set, proficient with Microsoft Office Suite and project management software.
Demonstrated understanding of engineering documentation, electrical diagrams and standard operating procedures.
Excellent communication skills, teamwork, organizational and problem-solving skills. Ability to manage multiple stakeholder deliverables, requirements and navigate difficult situations.

Amazon is a committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",https://www.indeed.com/rc/clk?jk=a6cce02d0401968f&fccid=fe2d21eef233e94a&vjs=3,"Arlington, VA","Controls Engineer, AWS Data Centers Controls Team",Data Engineer
235,Ubisoft,"Company Description
Home to the North American Ubisoft headquarters since 1996, Ubisoft San Francisco opened its development studio in 2009 and since developed Rocksmith® and Rocksmith 2014, to teach millions of people how to play guitar and bass. With a song library of over 1,500 songs and 10 years of support the Rocksmith franchise helped millions of players around the world on their musical journey. In 2017, the studio released the critically acclaimed South Park™: The Fractured But Whole™, in collaboration with Trey Parker, Matt Stone, and South Park Digital Studios. The studio is currently working on innovative new titles with Rocksmith+ and XDefiant.

Job Description
The Studio SF Data Science team is based in San Francisco and is tasked with implementing data and Machine Learning tools to support the needs of our live games. This includes activities as varied as telemetry design & implementation to help us understand player behavior, developing recommender systems and data features to deliver enriching tailored experiences to players, as well as developing data tools and pipelines to support the development teams’ needs.
WHAT YOU'LL DO
Collaborate with the music development team to define tooling needs
Design and build data tools to support the development teams operations
Automate and maintain batch and real-time pipelines that collect and process data
Develop microservices to support our data operations
Implement and monitor data quality indicators across the data pipeline
Consult on technical architecture and carry out proof of concept exercises

Qualifications
WHAT YOU'LL BRING
Strong interest in data engineering and architecture
Established expertise in Python
Established expertise with SQL
Experience working with Spark
Experience working with cloud platforms (ex. AWS, GCP, Azure, etc.)
Experience with data orchestration and routing tools (ex. Airflow, NiFi, Prefect, etc.)
Experience working with data visualization software (Tableau, R Shiny, etc.) a plus
Familiarity with DevOps concepts/practices (Containerization, CI/CD methodology, Infrastructure as Code)
Strong interest in the gaming industry

Additional Information
WHAT YOU'LL GET
Medical, dental, and vision coverage
Employer HSA contribution to fully cover your deductible (with enrollment in a HSA eligible medical plan)
401k match
Paid vacation, holiday and wellness time
Fitness, physical challenge, and eSports competition reimbursements
Ginger emotional support app for you and your adult dependents with up to 10 sessions per year of video-based therapy and psychiatry services
Membership to One Medical
Rocket Lawyer online legal service membership
Paid parental leave
Paid time off to volunteer
Pawternity – paid time off to bond with a newly adopted pet
Sabbatical leave available after 5 years of employment
Access to all of the latest Ubisoft games for PC
Generous discount on new Ubisoft games
All your information will be kept confidential according to EEO guideline
Ubisoft is committed to creating an inclusive work environment that reflects the diversity of our player community. We are an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to their race, ethnicity, religion, gender, sexual orientation, age or disability status.
Skills and competencies show up in different forms and can be based on different experiences, that's why we strongly encourage you to apply even though you may not have all the requirements listed above.
At Ubisoft, you can come as you are. We embrace diversity in all its forms. We’re committed to fostering a work environment that is inclusive and respectful of all differences.
We do not accept any unsolicited resumes submitted by staffing or placement agencies or recruiters
Ubisoft is composed of over 20,000 talented people located in 55+ development studios and offices across the globe. With more than 80% of our teams dedicated to creation, Ubisoft is the biggest in-house creative force in the industry.
Ubisoft’s worldwide network of video game development studios and business offices work hand-in-hand each day to deliver rich and innovative gaming experiences that reflect the creativity and diversity of their teams. This cross-studio collaboration model means every team member has the opportunity to participate in challenging projects based on iconic brands including Assassin's Creed®, Tom Clancy's Rainbow Six Siege®, Tom Clancy's The Division®, For Honor®, Rabbids®, Rayman®, Watch Dogs®, Far Cry®, The Crew®, Just Dance® and more. Ubisoft is a global leader in the video games and entertainment software industry.
Ubisoft is committed to enriching player’s lives with original and memorable gaming experiences. We create worlds where people can express themselves, explore and discover new possibilities.
Are you looking to work with enthusiastic experts who are tackling game-changing challenges in entertainment and beyond? At Ubisoft, we offer an open environment where bright ideas are given a chance to shine, and everyone is eager to share knowledge.
Take entertainment to the next level. Join us and create the unknown.",https://www.indeed.com/rc/clk?jk=3ca60ba15199eb0c&fccid=237908de095b6446&vjs=3,"San Francisco, CA 94107 94107 (Financial District/South Beach area)",Associate Data Engineer,Data Engineer
236,Experian,"Company Description
About us, but we’ll be brief
Experian is the world’s leading global information services company, unlocking the power of data to create more opportunities for consumers, businesses and society. We are thrilled to share that FORTUNE has named Experian one of the 100 Best Companies to work for. In addition, for the last five years we’ve been name in the 100 “World’s Most Innovative Companies” by Forbes Magazine. In this era of disruptive digital transformation, delivering new and innovative customer experiences is a top priority for businesses worldwide. At Experian, a worldwide decisioning leader, we make this a reality by uniting data, advanced analytics and decision strategies with real-time operational execution and strong decision governance to deliver meaningful customer outcomes and positive business results.

Job Description

Carry out the extraction, formulation and manipulation of data to create the structured samples necessary to address business requirement.
Interpret data specifications
Ensure quality and accuracy of own work
Produced analysis is accurate and completed to agreed timescales, resulting in positive feedback from client/customer
Follow Business Line procedures and processes throughout the data extraction, formulation and manipulation process, ensuring all work is produced to the agreed specification, and meets all requirements
Take responsibility for the production of high quality results documentation
This role is responsible for carrying out elements of data manipulation and reporting, quality assurance, documentation and internal/client communication. The role holder is able to work independently.
Identify and resolve data problems, producing appropriate analysis to verify results
Identify potential gaps in own technical/business knowledge that might compromise the deadlines. Work with Project Managers or Consultant to plan timely steps to fill gaps
Challenge existing processes and recommend improvements
Ensure the quality of all data sent to clients/customers (e.g. project development samples; retrospective bureau data and Bureau Score data (if applicable))
Analyze and confirm the integrity of source data to be evaluated
Input into the review and assessment of client/customer requirements to produce a data project specification
With direction, produce data specifications
Liaise with other internal and external project management groups to ensure project is delivered as part of complete solution
Input into the accurate assessment of the work that needs to be undertaken to define and maintain a project plan
Plan, organize and complete own workload to meet project commitments within agreed schedules
Provide pro-actively status reports and progress updates to Project Manager or Consultant as required, for all projects/tasks
Contribute to the preparation of regular project status reports to both internal and external parties.
Proactively identify potential risks in achieving project timescales, taking pro-active action to minimize risk
Recognize when issues or problems need to be escalated
Maintain accurate time recording to projects in the appropriate internal time tracker software
Effectively use project management/planning tools
Proactively use time recording data to identify inefficiencies in project work and recommend improvements
Implement appropriate quality control procedures for all analysis reporting and scoring
Reduce error rate and re-run frequency. Meeting both the analytical and business objective

Qualifications

Willingness to learn data extraction, formulation and manipulation methods
Willingness to develop strong investigation skills. Ability to identify and correct data problems
PC/MF literate with experience in IT packages. Knowledge of statistical (e.g., SAS) packages desirable
Knowledge of Excel VBA
An innovative and inquisitive mind, focused on addressing and solving data problems
Common sense/logical approach to mathematical reasoning
Strong communication skills, including proficiency in writing reports and presenting technical work
Strong personal planning and time management skills
Strong interpersonal skills
Strong collaboration and teamwork
Commercially focused
Language in relevant marketplace
English language good knowledge
Additional Information

During this pandemic, all Experian employees are working remotely. Once it’s safe to do so, we’ll slowly return to our offices however we are in no rush to do this. The safety of our employees is of utmost importance.
Competitive pay and comprehensive benefits package
Flexible work schedule and relaxed dress code
Experian is proud to be an Equal Opportunity and Affirmative Action employer. Our goal is to create a thriving, inclusive and diverse team where people love their work and love working together. We believe that diversity, equity and inclusion is essential to our purpose of creating a better tomorrow. We value the uniqueness of every individual and want you to bring your whole, authentic self to work. For us, this is The Power of YOU and it ensures that we live what we believe.
Experian is proud to be an Equal Opportunity and Affirmative Action employer. Our goal is to create a thriving, inclusive and diverse team where people love their work and love working together. We believe that diversity, equity and inclusion is essential to our purpose of creating a better tomorrow. We value the uniqueness of every individual and want you to bring your whole, authentic self to work. For us, this is The Power of YOU and it ensures that we live what we believe.
Experian U.S. employees are required to be fully vaccinated for COVID-19.
Experian Careers - Creating a better tomorrow together
Find out what its like to work for Experian by clicking here",https://www.indeed.com/rc/clk?jk=314cbd35d87dd902&fccid=75a3a5a15b202084&vjs=3,"Costa Mesa, CA 92626 92626+1 location",Data Engineer,Data Engineer
237,Cybba,"Overview
We are searching for a Data Ingestion Engineer to add to our global support team. Are you thorough, detail-oriented, and excited about the opportunity to code Marketing assets in the digital space? Under the direction of the tech team, you will work closely with various departments to implement new data projects.
For this role, we are open to both full-time and contractor candidates. This role will be fully remote and is able to be located anywhere.
How you will make a difference:
Diagnose software issues and resolve escalated customer complaints using established processes
Identifying new data we need and developing the ingestion processes
Experience with or able to quickly pick up: Microsoft Office suite, Freshdesk, Hubspot, Jira, API documentation, and other data concepts
Connecting and ingesting data source from 3rd party APIs and integrations
Improve and manage existing ingestion scripts
Designing and refactoring database schema
Maintaining and improving code base
Automating data workflow at source
Identify and solve technical problems ranging in degree of complexity
Documentation of implementation and technical processes / technical guides
Building internal tools contributing to process improvement, technical escalation, configuration updates, and bug fixes

Requirements:
Must-haves:
Python
SQL/Postgres
Strong Analytical Skills & work ethic
Bachelor’s degree in Computer Engineering, Computer Science, related field, or equivalent experience
3+ years in backend development experience, ingestion or implementation-specific experience
AWS experience: EC2, ECS, Athena, Redshift, API Gateway, Lambda, S3
Experience working with 3rd party APIs and integration
Software:
Python skill level – Advanced
SQL skill level – intermediate
Comfortable with CLI
Jira and Confluence
1+ year AWS work experience
Strong candidates will also be proficient with:
Git, BitBucket or other source control tools
Machine Learning
SSH/STFP/FTP
Database design and data manipulation methodologies
The Company
Cybba is a full-service performance marketing company that creates powerful solutions for brands looking to grow. Our inspired marketing tools help solve complex challenges while delivering meaningful results. To support our continued growth, we are always looking for passionate and talented individuals to join our dynamic, hardworking team.
Cybba is committed to creating a diverse work environment and is an equal opportunity employer. We consider all applicants for employment with no limit.
KTVTkauEdU",https://www.indeed.com/rc/clk?jk=28ccf2d2b54cfccd&fccid=f104df80bdb0641c&vjs=3,Remote,Data Ingestion Engineer,Data Engineer
238,Experian,"Company Description
About us, but we’ll be brief
Experian is the world’s leading global information services company, unlocking the power of data to create more opportunities for consumers, businesses and society. We are thrilled to share that FORTUNE has named Experian one of the 100 Best Companies to work for. In addition, for the last five years we’ve been name in the 100 “World’s Most Innovative Companies” by Forbes Magazine. In this era of disruptive digital transformation, delivering new and innovative customer experiences is a top priority for businesses worldwide. At Experian, a worldwide decisioning leader, we make this a reality by uniting data, advanced analytics and decision strategies with real-time operational execution and strong decision governance to deliver meaningful customer outcomes and positive business results.

Job Description

Carry out the extraction, formulation and manipulation of data to create the structured samples necessary to address business requirement.
Interpret data specifications
Ensure quality and accuracy of own work
Produced analysis is accurate and completed to agreed timescales, resulting in positive feedback from client/customer
Follow Business Line procedures and processes throughout the data extraction, formulation and manipulation process, ensuring all work is produced to the agreed specification, and meets all requirements
Take responsibility for the production of high quality results documentation
This role is responsible for carrying out elements of data manipulation and reporting, quality assurance, documentation and internal/client communication. The role holder is able to work independently.
Identify and resolve data problems, producing appropriate analysis to verify results
Identify potential gaps in own technical/business knowledge that might compromise the deadlines. Work with Project Managers or Consultant to plan timely steps to fill gaps
Challenge existing processes and recommend improvements
Ensure the quality of all data sent to clients/customers (e.g. project development samples; retrospective bureau data and Bureau Score data (if applicable))
Analyze and confirm the integrity of source data to be evaluated
Input into the review and assessment of client/customer requirements to produce a data project specification
With direction, produce data specifications
Liaise with other internal and external project management groups to ensure project is delivered as part of complete solution
Input into the accurate assessment of the work that needs to be undertaken to define and maintain a project plan
Plan, organize and complete own workload to meet project commitments within agreed schedules
Provide pro-actively status reports and progress updates to Project Manager or Consultant as required, for all projects/tasks
Contribute to the preparation of regular project status reports to both internal and external parties.
Proactively identify potential risks in achieving project timescales, taking pro-active action to minimize risk
Recognize when issues or problems need to be escalated
Maintain accurate time recording to projects in the appropriate internal time tracker software
Effectively use project management/planning tools
Proactively use time recording data to identify inefficiencies in project work and recommend improvements
Implement appropriate quality control procedures for all analysis reporting and scoring
Reduce error rate and re-run frequency. Meeting both the analytical and business objective

Qualifications

Willingness to learn data extraction, formulation and manipulation methods
Willingness to develop strong investigation skills. Ability to identify and correct data problems
PC/MF literate with experience in IT packages. Knowledge of statistical (e.g., SAS) packages desirable
Knowledge of Excel VBA
An innovative and inquisitive mind, focused on addressing and solving data problems
Common sense/logical approach to mathematical reasoning
Strong communication skills, including proficiency in writing reports and presenting technical work
Strong personal planning and time management skills
Strong interpersonal skills
Strong collaboration and teamwork
Commercially focused
Language in relevant marketplace
English language good knowledge
Additional Information

During this pandemic, all Experian employees are working remotely. Once it’s safe to do so, we’ll slowly return to our offices however we are in no rush to do this. The safety of our employees is of utmost importance.
Competitive pay and comprehensive benefits package
Flexible work schedule and relaxed dress code
Experian is proud to be an Equal Opportunity and Affirmative Action employer. Our goal is to create a thriving, inclusive and diverse team where people love their work and love working together. We believe that diversity, equity and inclusion is essential to our purpose of creating a better tomorrow. We value the uniqueness of every individual and want you to bring your whole, authentic self to work. For us, this is The Power of YOU and it ensures that we live what we believe.
Experian is proud to be an Equal Opportunity and Affirmative Action employer. Our goal is to create a thriving, inclusive and diverse team where people love their work and love working together. We believe that diversity, equity and inclusion is essential to our purpose of creating a better tomorrow. We value the uniqueness of every individual and want you to bring your whole, authentic self to work. For us, this is The Power of YOU and it ensures that we live what we believe.
Experian U.S. employees are required to be fully vaccinated for COVID-19.
Experian Careers - Creating a better tomorrow together
Find out what its like to work for Experian by clicking here",https://www.indeed.com/rc/clk?jk=314cbd35d87dd902&fccid=75a3a5a15b202084&vjs=3,"Costa Mesa, CA 92626 92626+1 location",Data Engineer,Data Engineer
